,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
86,573.8676545733265,1211.8880940214615,2051.5317082263796,2.567567591796406,0.03197677796849488,63.59713352021821,-24142.0,0.0,8,6
87,590.7565107812937,1108.5847101652198,2495.6633384692223,2.597658510961121,0.03355294109487175,78.27339510180703,-26448.0,0.0,8,7
88,618.7642497619372,568.5895796490273,2568.695211577605,2.594061004729652,0.029628071242461473,78.27339510180703,-30357.0,0.0,8,8
89,639.6245144005359,577.9052913596785,2608.5307787276315,2.581452728902975,0.02597955560617918,79.67113430005358,-29940.0,0.0,8,9
96,573.9019101703666,1211.910514541387,2042.4114344352095,2.5633263323420463,0.03351836702223729,63.61667004521991,-24178.0,0.018200825449672692,9,6
99,639.614542505744,577.8782267874037,2600.551058920343,2.577439626131893,0.02846025585038133,80.48738917323404,-29917.0,0.0378600805676648,9,9
98,618.759649603066,568.565288803723,2567.8640406098157,2.598352781075872,0.028717379004844074,78.73002259739923,-30311.0,0.040892427316388674,9,8
97,590.7779345372461,1108.5603837471783,2491.2428579034186,2.62288289343734,0.03406136234900518,78.37854928223227,-26442.0,0.022889662114316842,9,7
95,542.128468821417,292.2296767874633,2153.125528712802,2.5254176382273488,0.03285021832271854,69.24024308789129,-26915.0,0.024191704768485013,9,5
94,263.1555044204917,501.7612934479835,2902.115163333596,2.54714538621287,0.03649805708954855,89.27422205240805,-32850.0,0.08451216177970591,9,4
93,228.77378290039567,160.33201445036985,2043.1143810655433,2.567546131245613,0.030039959083083143,62.913723414885986,-25145.0,0.0199459679310027,9,3
92,194.3121387283237,263.7425522454424,2371.3904574314847,2.5892402001342796,0.036926029468379515,71.70055629406001,-28333.0,0.029165257613707637,9,2
91,133.67293894679844,1043.9168810071747,2596.3333791383398,2.51040881729341,0.04081732845282557,85.75948890073845,-30428.0,0.04188871322320683,9,1
90,91.16026686434395,342.68213491475166,2370.687510801151,2.5712961948347246,0.022368301174118144,72.40350292439393,-28994.0,0.032256576159734617,9,0
109,639.5973181093999,577.8904673393521,2628.112704721725,2.6097268929249795,0.03432566246885423,81.64874839416936,-29894.0,-0.0804648110961961,10,9
108,618.7625,568.5639945652174,2568.0973853892583,2.5957479863607045,0.030320849331950905,78.50841191747054,-30338.0,-0.05018180526723991,10,8
107,590.773745392685,1108.6341083073432,2461.3259451814984,2.5889615408378748,0.028570761381272573,77.81055936709302,-26446.0,0.021827628265840643,10,7
106,573.9137517146777,1211.9170096021949,2034.9380369008363,2.5628920456898068,0.03681557834170637,62.45780325878767,-24234.0,0.012022538409712399,10,6
105,542.1274081269224,292.22308564027844,2155.3176018409576,2.52886845280865,0.038376362605895296,69.08740248737408,-26939.0,0.02667657306027995,10,5
103,228.75917392046424,160.30039255845708,2044.3590463309329,2.5657757745252816,0.027930763127568415,63.15565580916519,-25101.0,0.01459165315522245,10,3
102,194.3014598540146,263.77401459854013,2390.144985042992,2.5892252878497994,0.03388450778049263,71.52988641369538,-28303.0,0.06922184713712515,10,2
101,133.68754226971458,1043.9403489787637,2579.6119524704877,2.5003989942664906,0.040760621610464856,85.13801114605694,-30414.0,-0.04714472208960883,10,1
100,91.14059961600945,342.69472751439963,2362.57980930308,2.5656064458126564,0.022028375204843673,72.92559151445042,-28999.0,0.371755006367512,10,0
104,263.14958247609826,501.7857920851991,2883.177811884707,2.5490468968409674,0.03426568005955295,88.97620017313328,-32863.0,-0.015980021530204815,10,4
115,542.130491376505,292.2632606573381,2155.649838067163,2.531480931100068,0.04163664351308266,69.09583763410853,-26907.0,0.05561194376517424,11,5
118,618.7109953386345,568.5590896627365,2558.2996939248105,2.6011218604328206,0.03186261631614582,78.56582553319956,-30354.0,0.095590510140657,11,8
117,590.6992717406825,1108.6975581893473,2456.234268790163,2.580698133435775,0.027560627664380926,77.51360465552277,-26462.0,0.05276314458695873,11,7
116,573.9092159559835,1211.9730055020632,2039.905541522717,2.5683570715084647,0.037648979811604644,62.081031782930005,-24173.0,0.0417595345348728,11,6
119,639.5561676968557,577.8814834721849,2610.2092572235315,2.6074078414598914,0.0382029742724043,81.02100758111204,-29907.0,0.08743912893608083,11,9
114,263.148987463838,501.82473481195757,2909.741467068855,2.551352998215719,0.03761310536705896,89.43877460252628,-32861.0,0.20033390637920057,11,4
112,194.26385418197853,263.7872997207115,2386.0862102783776,2.5772783441238576,0.03927447292084391,72.95398085225673,-28273.0,0.06666003921789433,11,2
110,91.0631937250259,342.70771052242117,2369.952156820667,2.5618297626925974,0.021068237043055604,72.95398085225673,-28960.0,0.07405961515646792,11,0
113,228.77391603578803,160.36527873365452,2038.5025803524813,2.5695085907226813,0.02448754089956173,63.133252660606786,-25140.0,0.04579407925232585,11,3
111,133.68039003250271,1043.9168472372698,2589.866320255114,2.517490280638522,0.041824048866476386,84.17767021414238,-30432.0,0.0971712124298827,11,1
120,90.97475642161204,342.7333923826395,2370.260379315274,2.5579495682097755,0.024520467863208367,72.43045446091847,-28946.0,,12,0
121,133.67607345395626,1043.9091277342695,2591.400704046194,2.515198199382429,0.04309636798897713,85.37696081383626,-30424.0,,12,1
122,194.23459854014598,263.7702189781022,2396.853203175321,2.582054859849045,0.038909622157465795,72.78036003802436,-28267.0,,12,2
123,228.71003974425437,160.37031277000173,2024.9035747117641,2.567525927816912,0.028129291487968684,62.98300387905954,-25153.0,,12,3
124,263.1628833615069,501.84484424052164,2897.9179895909506,2.547211780197234,0.03519845060524869,89.22592216200101,-32892.0,,12,4
126,573.9344963229006,1211.9488626646144,2045.8979093381172,2.576684343543,0.03602818196868792,61.58338157063599,-24156.0,,12,6
127,590.6140474844545,1108.7480214810628,2475.9318636012513,2.587966237832867,0.028413343150403413,78.37884927171854,-26429.0,,12,7
128,618.7204492535269,568.553348856321,2554.660618450076,2.597397367727673,0.0314040724446734,79.07866042593031,-30341.0,,12,8
129,639.5761411067726,577.8671065032988,2598.7487211654175,2.6082075712807495,0.03161609033964923,80.12837715724797,-29936.0,,12,9
125,542.1285205568145,292.2942699902881,2161.7166553601655,2.5250445123949627,0.04119912404096784,69.98111542117726,-26931.0,,12,5
139,639.565956298894,577.8629619638522,2596.053195001311,2.602524142558103,0.027311122870286652,80.18561932226872,-29975.0,0.02763139705712769,13,9
135,542.1398544866613,292.31317704122876,2165.7120327870393,2.5300777560975782,0.0394404247438138,70.38126412129263,-26910.0,0.016775901776660045,13,5
138,618.6644817697664,568.5854158131913,2564.189040598139,2.6008801123861653,0.03150548196555604,78.7849971507007,-30361.0,0.030082948398103944,13,8
137,590.517885136098,1108.807610089782,2457.041444473186,2.61244213834092,0.025368206143219687,76.68406389334869,-26491.0,0.015920842189230833,13,7
136,573.8680685094116,1211.9735458707817,2064.8672364341423,2.56917192796732,0.023834118702601728,62.327686634776555,-24137.0,0.012376721133734704,13,6
134,263.1219806763285,501.8445652173913,2899.287895145786,2.545788413702717,0.03593846121637638,89.2896634374608,-32852.0,0.07038012223101263,13,4
132,194.20370906983484,263.7738336713996,2416.7735570406057,2.5754058233660047,0.03792886777491642,73.53266400732066,-28261.0,0.020289411109166745,13,2
131,133.6487036785666,1043.9773313424732,2579.595884485387,2.512760970281398,0.04107553970883719,84.38748583697276,-30440.0,0.030639309696785987,13,1
130,90.91435658009921,342.7707907791071,2399.9660909817894,2.5567386944460813,0.0253462173449238,73.88281955021266,-28936.0,0.02266065435639432,13,0
133,228.6900494965011,160.35466803208737,2051.5613258042463,2.5800711940651535,0.029967881122368964,63.72830880634457,-25091.0,0.013604024208551545,13,3
149,639.5306873977087,577.9286688488817,2587.914598503721,2.5777595925890653,0.02823050353342431,81.18117262082049,-30007.0,0.12075263527077994,14,9
148,618.5410330182217,568.691738594328,2576.2668650407336,2.619574946512757,0.03669656677285141,79.41636452036788,-30319.0,0.13084014255483353,14,8
147,590.417943107221,1108.8371991247266,2419.551905720541,2.599360298345093,0.03420770839210317,74.47490183910054,-26540.0,0.06503523708560142,14,7
146,573.741661107405,1212.0625416944629,2116.3578740627813,2.546826302703837,0.03130026584578422,67.76863105738059,-24074.0,0.04896508591492734,14,6
145,542.0767976520463,292.35643241480517,2164.713616015183,2.533229349575548,0.04092989686519368,69.5334391578332,-26872.0,0.06804168375808183,14,5
144,263.0493782445974,501.8760111070868,2923.581099209809,2.5391299638020475,0.033618733677434856,90.00521312308359,-32809.0,0.3925624714121091,14,4
142,194.14686761229314,263.80097517730496,2388.8442447726657,2.567498943996505,0.036057571176041636,72.71009373864791,-28301.0,0.08494329099113337,14,2
141,133.60693015701136,1044.0414185165132,2607.68044922879,2.513579793531835,0.040368239785275734,84.3578272016352,-30454.0,0.1357469204994145,14,1
140,90.8346398461766,342.8562342848691,2386.373513432032,2.5543638036995913,0.028297169998459704,72.71009373864791,-28958.0,0.09589500459472353,14,0
143,228.59487355926373,160.380354378118,2051.7658975862155,2.592781998748228,0.028167195642903146,63.88605323638482,-25112.0,0.05464914943454248,14,3
157,590.3092459605027,1108.945840813884,2395.4673530959835,2.5836397764229404,0.028414338091998285,72.03604697371226,-26567.0,0.02211965531944374,15,7
159,639.4525402020777,577.9622883164935,2518.3945377327163,2.5665747807191357,0.03249298252955485,78.12864796153866,-30055.0,0.04028371513876526,15,9
158,618.3468431210367,568.7883926109732,2599.7486803348693,2.5755472461817868,0.043925931746165194,79.56220113514487,-30313.0,0.042888798837347336,15,8
155,541.9864552362075,292.4329369012223,2169.682728253005,2.5695158354591348,0.05605006661517961,69.88571721330294,-26946.0,0.02325922636570424,15,5
156,573.6040314314998,1212.1474205671336,2098.005069572694,2.5730529140026643,0.02033176816189901,67.0186108660905,-24063.0,0.01671048825503971,15,6
153,228.4556038227628,160.49452649869679,2062.5246285259404,2.636145199287955,0.04969152315004818,62.35956305187031,-25055.0,0.018503043536942123,15,3
150,90.65795403334836,342.95929097190924,2385.790869174142,2.5512031523205665,0.02624351848709094,74.54476502752313,-28937.0,0.03188999711646767,15,0
151,133.53,1044.0856756756757,2652.073371171496,2.5172915517986305,0.035627824212235155,88.16352017678216,-30329.0,0.043061494543925584,15,1
154,262.9435110786462,501.92780618456294,2943.8014420003606,2.5399414666494495,0.032427103994479525,91.38901481739614,-32812.0,0.11479293589411313,15,4
152,194.04043452021727,263.9115872057936,2375.3976086654966,2.554948338788968,0.028605309895184998,72.75282356051537,-28284.0,0.028430018752170418,15,2
160,90.64381679389314,342.93877862595417,2382.9722474866026,2.5625011636564103,0.026514616474649155,73.12632393050491,-28921.0,0.04737105932604045,16,0
161,133.38698159846197,1044.1496841527053,2649.2830391141133,2.541336371290928,0.039420606982825165,84.04070063655041,-30331.0,0.06083064494814967,16,1
162,193.8563681437868,263.95847536411526,2348.046242027257,2.5512108477324746,0.03174709507998349,72.03488625990036,-28366.0,0.0435759040859174,16,2
163,228.3120728929385,160.59383213597337,2076.2782620467237,2.5959424337467776,0.03681957954600587,63.66719745193213,-25075.0,0.029541720952702723,16,3
164,262.75287919627544,502.00355305072287,2969.4380891581145,2.550206472174922,0.04557381729092119,92.77220200138683,-32785.0,0.12033967532596881,16,4
165,541.8157630522088,292.4887884872825,2174.143839844265,2.574460081683548,0.04781273713713977,69.85201091869125,-26907.0,0.035995000960495176,16,5
166,573.1672211521625,1212.4034319733846,2077.7335122741965,2.567833019432732,0.02762685939643301,65.85007279314124,-24110.0,0.026992629816711473,16,6
167,589.7869795609387,1109.2370931112794,2402.981938114353,2.5856120854005864,0.035735330626562825,72.76251137363673,-26549.0,0.0345213649214012,16,7
168,618.0038748962081,569.0157763631331,2628.9095359294947,2.553387876624223,0.04097377075549901,81.13020018160495,-30277.0,0.06017583485601371,16,8
169,639.0464378425152,578.1858955869628,2522.6762693239853,2.5504146605740545,0.030109492420746238,77.8558871697913,-30041.0,0.057472075307985294,16,9
179,638.5538819663152,578.5692181295358,2512.807678239957,2.6346005556127894,0.039243532842659974,76.7295785632631,-30085.0,0.12617367386676964,17,9
178,617.9040969569227,569.0961665129759,2611.902380599687,2.578551213407124,0.04015460984027783,78.79405152909081,-30315.0,0.1353417272543087,17,8
177,589.6212538004922,1109.3133053424062,2376.5524624953287,2.600575717796552,0.036268220725827235,72.94471145924564,-26611.0,0.062364375097385294,17,7
175,541.5241909120627,292.69516181758746,2105.0742674889852,2.600575790594904,0.03381539330467743,65.37497725121072,-27032.0,0.06643603215336863,17,5
176,573.0714285714286,1212.5100368016058,2056.9032316196717,2.591129320244782,0.047094438245771954,63.99866194065891,-24182.0,0.04607295364785503,17,6
173,228.18829950537267,160.60156916254476,2017.3341664413076,2.579786022829918,0.03191985697655157,61.93418897483121,-25163.0,0.0515070953032589,17,3
172,193.24996396136657,264.2715871414156,2386.874827324467,2.5549743447367974,0.03249742107268167,75.69734208034924,-28333.0,0.08322788770929387,17,2
171,133.24607751106342,1044.300254794153,2565.7958176962015,2.556430309235046,0.04644127572317386,78.44997270145286,-30447.0,0.14123132329746324,17,1
170,90.60372455608488,342.9937924065252,2383.4340390480875,2.566285952277182,0.03464542753907649,73.2887902868836,-29000.0,0.0956182606954033,17,0
174,262.582320311578,502.1324206302372,2915.37990657636,2.582590671800609,0.0458133620955499,87.74010104767754,-32860.0,0.6905991628194044,17,4
189,638.467998882057,578.6871157070989,2562.7362067085032,2.6050859659294576,0.034871744818557766,78.07105828150554,-29993.0,0.015295689826798494,18,9
188,617.8184484137563,569.2364702745934,2686.647152421351,2.5923106771297424,0.04266101676395019,80.93605124596446,-30165.0,0.015880845220528326,18,8
187,589.3176435317044,1109.5335032229052,2389.046008238181,2.6312354113869043,0.04871874540332316,72.69919647314507,-26587.0,0.008843235089360336,18,7
186,573.0352260778128,1212.6503680336489,2043.456231900324,2.5642805082637388,0.03842170437854657,62.67172109753885,-24120.0,0.00677357747002138,18,6
185,541.4225352112676,292.823519429832,2110.425442444551,2.5757816835246463,0.03598798764079618,65.1785899414404,-27064.0,0.009398483626628321,18,5
184,262.2730820831809,502.3729723136968,2936.2596644498344,2.57624317679138,0.044441736289285334,91.32165074212804,-32763.0,0.03761869342017669,18,4
182,193.16131430270593,264.4109426107642,2408.7428348688363,2.60363546470425,0.03748677208560657,76.63856179927608,-28352.0,0.01131721035211529,18,2
181,133.09619292778757,1044.3468364720227,2643.31413383391,2.516010243699919,0.0461974895525396,85.5916648132102,-30302.0,0.016379967908120064,18,1
180,90.43659638554217,343.14939759036145,2377.944160500903,2.6045893231311292,0.03348767450975794,73.77356883481717,-28935.0,0.012469486572039008,18,0
183,227.79238693906058,160.83883359525058,2050.9768384320287,2.550690905693111,0.02988922392236194,64.10421757976832,-25110.0,0.007475686327242735,18,3
196,572.9775776836158,1212.609286723164,2050.731102854607,2.562013354644845,0.03902377462396536,64.08534696420647,-24105.0,0.022737736741377138,19,6
199,638.3607603915449,578.6703078450844,2552.1898912468437,2.590482049317573,0.030464266549966184,77.84378303561802,-30008.0,0.048031009559923135,19,9
198,617.7170891251022,569.2778686290542,2656.826418211,2.6082191825923347,0.020534319468190506,79.65410357133005,-30173.0,0.04957238622613568,19,8
197,589.1273663486294,1109.6565197637437,2390.709299461329,2.5808448733869414,0.03262744562676716,72.77488553562428,-26565.0,0.029130593435557368,19,7
195,541.3114388612588,292.93020065168923,2111.195808747389,2.5492911305680783,0.0323217140381455,65.5336033927761,-27049.0,0.03083636623515527,19,5
193,227.08823004107876,161.34131094838364,2027.19693589035,2.558234064514902,0.036476843434197374,62.275026428494414,-25146.0,0.025065493044478058,19,3
194,262.1655637254902,502.4545343137255,2954.4431142820604,2.5987836521319423,0.04341332707592785,92.32634732131439,-32770.0,0.10016592951584556,19,4
192,193.1096156721998,264.47121280095706,2421.1226844612916,2.5865892881083115,0.032667288579014866,76.75759071419078,-28301.0,0.03634098900664598,19,2
